0   5    1 0.005980 0.000001 0.000774 0.000245     2 0.006466 0.000000 0.000297 0.000094     3 0.008331 0.000000 0.000274 0.000087     4 0.007424 0.000000 0.000291 0.000092      
1   5    1 0.006144 0.000000 0.000218 0.000069     2 0.006528 0.000000 0.000220 0.000070     3 0.009236 0.000001 0.000769 0.000243     4 0.008100 0.000000 0.000619 0.000196      
2   5    1 0.007669 0.000003 0.001805 0.000571     2 0.006502 0.000000 0.000164 0.000052     3 0.009129 0.000000 0.000681 0.000215     4 0.008176 0.000000 0.000308 0.000097      
3   5    1 0.006067 0.000000 0.000135 0.000043     2 0.006656 0.000000 0.000262 0.000083     3 0.008930 0.000000 0.000239 0.000076     4 0.007823 0.000000 0.000160 0.000051      
4   5    1 0.006303 0.000000 0.000315 0.000100     2 0.006743 0.000000 0.000187 0.000059     3 0.008965 0.000000 0.000146 0.000046     4 0.009513 0.000003 0.001743 0.000551      
5   5    1 0.006676 0.000000 0.000319 0.000101     2 0.006963 0.000000 0.000407 0.000129     3 0.009288 0.000000 0.000270 0.000085     4 0.008330 0.000000 0.000658 0.000208      
6   5    1 0.006492 0.000000 0.000180 0.000057     2 0.008469 0.000002 0.001562 0.000494     3 0.009774 0.000000 0.000203 0.000064     4 0.008770 0.000000 0.000318 0.000100      
7   5    1 0.006730 0.000000 0.000256 0.000081     2 0.007417 0.000000 0.000149 0.000047     3 0.009979 0.000000 0.000320 0.000101     4 0.008806 0.000000 0.000277 0.000088      
8   5    1 0.006707 0.000000 0.000201 0.000064     2 0.007810 0.000000 0.000367 0.000116     3 0.010555 0.000000 0.000303 0.000096     4 0.009154 0.000000 0.000194 0.000061      
9   5    1 0.007951 0.000000 0.000271 0.000086     2 0.008233 0.000000 0.000210 0.000066     3 0.012203 0.000000 0.000240 0.000076     4 0.012491 0.000000 0.000245 0.000077      
10   5    1 0.010951 0.000000 0.000265 0.000084     2 0.011200 0.000000 0.000263 0.000083     3 0.018252 0.000000 0.000368 0.000116     4 0.019722 0.000000 0.000375 0.000119      
11   5    1 0.025570 0.000002 0.001568 0.000496     2 0.021895 0.000000 0.000110 0.000035     3 0.038013 0.000000 0.000224 0.000071     4 0.044099 0.000000 0.000287 0.000091      
12   5    1 0.070468 0.000000 0.000138 0.000044     2 0.049669 0.000000 0.000253 0.000080     3 0.094660 0.000000 0.000220 0.000070     4 0.116785 0.000000 0.000308 0.000097      
13   5    1 0.233805 0.000003 0.001783 0.000564     2 0.162501 0.000000 0.000522 0.000165     3 0.257297 0.000000 0.000207 0.000065     4 0.324481 0.000000 0.000208 0.000066      
14   5    1 0.790198 0.000577 0.024022 0.007596     2 0.513226 0.000005 0.002256 0.000713     3 0.731901 0.000003 0.001638 0.000518     4 0.963379 0.000000 0.000420 0.000133      
15   5    1 2.932905 0.000002 0.001548 0.000490     2 1.544640 0.000003 0.001648 0.000521     3 2.172692 0.000000 0.000462 0.000146     4 2.870508 0.000000 0.000549 0.000173      
