0   4    1 0.005378 0.000000 0.000244 0.000077     2 0.006027 0.000000 0.000354 0.000112     3 0.007129 0.000000 0.000197 0.000062     4 0.006675 0.000000 0.000385 0.000122      
1   4    1 0.005462 0.000000 0.000241 0.000076     2 0.006076 0.000000 0.000376 0.000119     3 0.007092 0.000000 0.000155 0.000049     4 0.007050 0.000002 0.001320 0.000417      
2   4    1 0.005469 0.000000 0.000156 0.000049     2 0.005872 0.000000 0.000195 0.000062     3 0.007378 0.000000 0.000494 0.000156     4 0.009036 0.000002 0.001306 0.000413      
3   4    1 0.005613 0.000000 0.000156 0.000049     2 0.005786 0.000000 0.000173 0.000055     3 0.007355 0.000000 0.000355 0.000112     4 0.006591 0.000000 0.000200 0.000063      
4   4    1 0.005444 0.000000 0.000244 0.000077     2 0.005833 0.000000 0.000171 0.000054     3 0.007344 0.000000 0.000164 0.000052     4 0.006515 0.000000 0.000162 0.000051      
5   4    1 0.005642 0.000000 0.000329 0.000104     2 0.007635 0.000003 0.001694 0.000536     3 0.008048 0.000000 0.000237 0.000075     4 0.007136 0.000000 0.000470 0.000149      
6   4    1 0.005686 0.000000 0.000473 0.000150     2 0.006151 0.000000 0.000186 0.000059     3 0.008180 0.000000 0.000285 0.000090     4 0.007626 0.000000 0.000444 0.000140      
7   4    1 0.005935 0.000000 0.000156 0.000049     2 0.006980 0.000001 0.001097 0.000347     3 0.008296 0.000000 0.000317 0.000100     4 0.007352 0.000000 0.000267 0.000085      
8   4    1 0.006262 0.000000 0.000115 0.000036     2 0.006711 0.000000 0.000088 0.000028     3 0.009076 0.000000 0.000333 0.000105     4 0.007948 0.000000 0.000132 0.000042      
9   4    1 0.007435 0.000000 0.000246 0.000078     2 0.007394 0.000000 0.000253 0.000080     3 0.010829 0.000000 0.000261 0.000083     4 0.008873 0.000000 0.000165 0.000052      
10   4    1 0.012070 0.000000 0.000284 0.000090     2 0.011009 0.000000 0.000225 0.000071     3 0.019274 0.000000 0.000578 0.000183     4 0.014919 0.000000 0.000444 0.000141      
11   4    1 0.030617 0.000000 0.000266 0.000084     2 0.022743 0.000000 0.000265 0.000084     3 0.042565 0.000000 0.000170 0.000054     4 0.031234 0.000000 0.000486 0.000154      
12   4    1 0.096897 0.000000 0.000150 0.000048     2 0.059765 0.000000 0.000260 0.000082     3 0.116961 0.000001 0.000981 0.000310     4 0.085216 0.000001 0.000850 0.000269      
13   4    1 0.348617 0.000000 0.000372 0.000118     2 0.195255 0.000000 0.000237 0.000075     3 0.352150 0.000004 0.001998 0.000632     4 0.255600 0.000002 0.001286 0.000407      
14   4    1 1.314172 0.000003 0.001836 0.000580     2 0.596574 0.000002 0.001498 0.000474     3 1.038039 0.000005 0.002154 0.000681     4 0.751047 0.000000 0.000145 0.000046      
15   4    1 5.035344 0.000003 0.001603 0.000507     2 1.892272 0.000059 0.007649 0.002419     3 3.110868 0.000029 0.005377 0.001700     4 2.253445 0.000029 0.005425 0.001716      
